id:ID,name,label:LABEL,identifier,text,sourceDocument,pageStart,pageEnd,sectionLabel
Disclosure_Disclosure_Requirement_E1_7_GHG_removals_and_GHG_mitigation_projects_financed_through_carbon_credi,Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through carbon credits GHG removals and ,Disclosure,Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through carbon credi,"Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through carbon credits GHG removals and storage in own operations and the upstream and downstream value chain AR 56. In addition to their GHG emission inventories, undertakings shall provide transparency on how and to what extent they either enhance natural sinks or apply technical solutions to remove GHGs from the atmosphere in their own operations and upstream and downstream value chain. While there are no generally accepted concepts and methodologies for accounting for GHG removals, this Standard aims to increase transparency on the undertaking’s efforts to remove GHGs from the atmosphere (paragraphs 56 (a) and 58). The GHG removals outside the value chain that the undertaking supports through the purchase of carbon credits are to be disclosed separately as required by paragraphs 56 (b) and 59. AR 57. When disclosing the information on GHG removals and storage from the undertaking’s own operations and its upstream and downstream value chain required under paragraphs 56 (a) and 58, for each removal and storage activity, the undertaking shall describe: (a) the GHGs concerned; (b) whether removal and storage are biogenic or from land-use change (e.g., afforestation, reforestation, forest restoration, urban tree planting, agroforestry, building soil carbon, etc.), technological (e.g., direct air capture), or hybrid (e.g., bioenergy with CO 2 capture and storage), and technological details about the removal, the type of storage and, if applicable, the transport of removed GHGs; (c) if applicable, a brief explanation of whether the activity qualifies as a nature-based solution; and (d) how the risk of non-permanence is managed, including determining and monitoring leakage and reversal events, as appropriate. Calculation guidance AR 58. When preparing the information on GHG removals and storage from the undertaking’s own operations and its upstream and downstream value chain required under paragraphs 56 (a) and 58, the undertaking shall: (a) consider, as far as applicable, the GHG Protocol Corporate Standard (version 2004), Product Standard (version 2011), Agriculture Guidance (version 2014), Land use, land- use change , and forestry Guidance for GHG project accounting (version 2006); (b) apply consensus methods on accounting for GHG removals as soon as they are available, notably the EU regulatory framework for the certification of CO2 removals; (c) if applicable, explain the role of removals for its climate change mitigation policy ; (d) include removals from operations that it owns, controls , or contributes to and that have not been sold to another party through carbon credits; (e) if applicable, mark those GHG removal activities in own operations or the value chain that have been converted into carbon credits and sold on to other parties on the voluntary market; 32 (f) account for the GHG emissions associated with a removal activity, including transport and storage, under Disclosure Requirement E1-6 (Scopes 1, 2 or 3). To increase transparency on the efficiency of a removal activity, including transport and storage, the undertaking may disclose the GHG emissions associated with this activity (e.g., GHG emissions from electricity consumption of direct air capture technologies) alongside, but separately from, the amount of removed GHG emissions; (g) in case of a reversal, account for the respective GHG emissions as an offset for the removals in the reporting period; (h) use the most recent GWP values published by the IPCC based on a 100-year time horizon to calculate CO 2 eq emissions of non-CO 2 gases and describe the assumptions made, methodologies and frameworks applied for calculation of the amount of GHG removals; and (i) consider nature-based solutions. AR 59. The undertaking shall disaggregate and separately disclose the GHG removals that occur in its own operations and those that occur in its upstream and downstream value chain. GHG removal activities in the upstream and downstream value chain shall include those that the undertaking is actively supporting, for example, through a cooperation project with a supplier . The undertaking is not expected to include any GHG removals that may occur in its upstream and downstream value chain that it is not aware of. AR 60. The quantitative information on GHG removals may be presented by using the following tabular format. … Total GHG removals in the upstream and downstream value chain (tCO 2 eq) 33 AR 61. Financing GHG emission reduction projects outside the undertaking’s value chain through purchasing carbon credits that fulfil high-quality standards can be a useful contribution towards mitigating climate change. This Standard requires the undertaking to disclose whether it uses carbon credits separately from the GHG emissions (paragraphs 56 (b) and 59) and GHG emission reduction targets (Disclosure Requirement E1-4). It also requires the undertaking to show the extent of use and which quality criteria it uses for those carbon credits. AR 62. When disclosing the information on carbon credits required under paragraphs 56 (b)  and 59, the undertaking shall disclose the following disaggregation as applicable: (a) the share (percentage of volume) of reduction projects and removal projects; (b) f or carbon credits from removal projects, an explanation whether they are from biogenic or technological sinks; (c) the share (percentage of volume) for each recognised quality standard; (d) the share (percentage of volume) issued from projects in the EU; and (e) the share (percentage of volume) that qualifies as a corresponding adjustment under Article. 6 of the Paris Agreement. Calculation guidance AR 63. When preparing the information on carbon credits required under paragraphs 56 (b) and 59, the undertaking shall: (a) Consider recognised quality standards; . (b) if applicable, explain the role of carbon credits in its climate change mitigation policy ; (c) not include carbon credits issued from GHG emission reduction projects within its value chain as the respective GHG emission reductions shall already be disclosed under Disclosure Requirement E1-6 (Scope 2 or Scope 3) at the time they occur (i.e., double counting is avoided); (d) not include carbon credits from GHG removal projects within its value chain as the respective GHG removals may already be accounted for under Disclosure Requirement E1-7 at the time they occur (i.e., double counting is avoided); (e) not disclose carbon credits as an offset for its GHG emissions under Disclosure Requirement E1-6 on GHG emissions; (f) not disclose carbon credits as a means to reach the GHG emission reduction targets disclosed under Disclosure Requirement E1-4; and (g) calculate the amount of carbon credits to be cancelled in the future, as the sum of carbon credits in metric tonnes of CO 2 eq over the duration of existing contractual agreements. AR 64. The information on carbon credits cancelled in the reporting year and planned to be cancelled in the future may be presented using the following tabular formats. 34",ESRS_20E1_20Delegated-act-2023-5303-annex-1_en.pdf,32,35,Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through carbon credits GHG removals and 
Disclosure_Disclosure_Requirement_E1_8_Internal_carbon_pricing,Disclosure Requirement E1-8 – Internal carbon pricing,Disclosure,Disclosure Requirement E1-8 – Internal carbon pricing,"Disclosure Requirement E1-8 – Internal carbon pricing AR 65. When disclosing the information required under paragraphs 62 and 63, if applicable, the undertaking shall briefly explain whether and how the carbon prices used in internal carbon pricing schemes are consistent with those used in financial statements. This shall be done in respect of the internal carbon prices used for, (a) the assessment of the useful life and residual value of its assets (intangibles, property, plant and equipment); (b) the impairment of assets; and (c) the fair value measurement of assets acquired through business acquisitions. AR 66. The information may be presented by using the following table: Volume at stake (tCO 2 eq) CapEx shadow price 35 Internal carbon fee or fund Carbon prices for impairment testing Etc.",ESRS_20E1_20Delegated-act-2023-5303-annex-1_en.pdf,35,36,Disclosure Requirement E1-8 – Internal carbon pricing
Disclosure_Disclosure_Requirement_E1_9_Anticipated_financial_effects_from_material_physical_and_transition_ri,Disclosure Requirement E1-9 – Anticipated financial effects from material physical and transition risks and potential cl,Disclosure,Disclosure Requirement E1-9 – Anticipated financial effects from material physical and transition ri,"Disclosure Requirement E1-9 – Anticipated financial effects from material physical and transition risks and potential climate-related opportunities Anticipated financial effects from material physical and transition risks AR 67. Material climate-related physical risks and transition risks may affect the undertaking’s financial position (e.g., owned assets, financially-controlled leased assets, and liabilities), performance (e.g., potential future increase/decrease in net revenue and costs due to business interruptions, increased supply prices resulting in potential margin erosions), and cash flows. The low probability, high severity and long-term time horizons of some climate- related physical risk exposures and the uncertainty arising from the transition to a sustainable economy mean that there will be associated material anticipated financial effects that are outside the scope of the requirements of applicable accounting standards. AR 68. Currently, there is no commonly accepted methodology to assess or measure how material physical risks and transition risks may affect the undertaking’s future financial position, financial, performance and cash flows. Therefore, the disclosure of the financial effects (as required by paragraphs 64, 66 and 67) will depend on the undertaking’s internal methodology and the exercise of significant judgement in determining the inputs, and assumptions needed to quantify their anticipated financial effects. Calculation guidance - Anticipated financial effects from material physical risks AR 69. When disclosing the information required under paragraphs 64 (a) and 66, the undertaking shall explain whether and how: (a) it assessed the anticipated financial effects for assets and business activities at material physical risk, including the scope of application, time horizons, calculation methodology, critical assumptions and parameters and limitations of the assessment; and (b) the assessment of assets and business activities considered to be at material physical risk relies on or is part of the process to determine material physical risk as required under paragraphs 20 (b) and AR 11 and to determine climate scenarios as required under paragraphs 19 and AR 13 to AR 14. In particular, it shall explain how it has defined medium- and long-term time horizons and how these definitions are linked to the expected lifetime of the undertaking’s assets, strategic planning horizons and capital allocation plans. AR 70. When preparing the information on assets at material physical risk that is required to be disclosed under paragraph 66 (a), the undertaking shall: (a) Calculate the assets at material physical risk in terms of monetary amount and as a proportion (percentage) of total assets at the reporting date (i.e., the proportion is an estimate of the carrying value of assets at material physical risk divided by total carrying value as stated in the statement of financial position or balance sheet). The estimate of 36 assets at material physical risk shall be derived starting from the assets recognised in the financial statements. The estimate of monetary amounts and proportion of assets at physical risk may be presented as either a single amount or range. (b) All types of assets including finance-lease / right-of-use assets shall be considered when determining the assets at material physical risk. (c) To contextualise this information, the undertaking shall: i. disclose the location of its significant assets at material physical risk. Significant assets located 19 in the EU territory shall be aggregated by NUTS codes 3 level digits (Nomenclature of Territorial Units for Statistics). For significant assets located outside EU territory, the breakdown by NUTS code will only be provided where applicable. ii. disaggregate the monetary amounts of assets at risk by acute and chronic physical risk 20 . (d) calculate the share of assets at material physical risk resulting from paragraph 66 (a) that is addressed by the climate change adaptation actions based on the information disclosed under Disclosure Requirement E1-3. This aims at approximating net risks. AR 71. When preparing the information required under paragraph 64 (a) and 66 (d), the undertaking may assess and disclose the share of net revenue from business activities at physical risk. This disclosure (a) shall be based on the net revenue in line with the requirements in accounting standards applied for financial statements, i.e., IFRS 15 or local GAAP. (b) may include a breakdown of the undertaking’s business activities with the corresponding details of the associated percentage of total net revenue, the risk factors (hazards, exposure and sensitivity) and, if possible, the magnitude of the anticipated financial effects in terms of margin erosion over the short-, medium- and long-term time horizons. The nature of business activities may also be disaggregated by operating segments if the undertaking has disclosed the contribution of margins by operational segments in its segment reporting in the financial statements. Calculation guidance - Anticipated financial effects from transition risk AR 72. When disclosing the information required under paragraphs 64 (b) and 67 (a), the undertaking shall explain whether and how: (a) it has assessed the potential effects on future financial performance and position for assets and business activities at material transition risk, including the scope of application, calculation methodology, critical assumptions and parameters, and limitations of the assessment; and (b) the assessment of assets and business activities considered to be at material transition risk relies on or is part of the process to determine material transition risks as described under paragraphs 20 (c) and AR 11 and to determine scenarios as required under paragraphs AR 12 to AR 13. In particular, it shall explain how it has defined medium- and long-term time horizons and how these definitions are linked to the expected lifetime of the undertaking’s assets, strategic planning horizons and capital allocation plans. AR 73. When disclosing the information on assets at material transition risk as required under paragraphs 67 (a) and (b): (a) the undertaking shall at the very least include an estimate of the amount of potentially stranded assets (in monetary amounts and as a proportion/percentage) from the reporting year until 2030 and from 2030 to 2050. Stranded assets are understood as the active or firmly planned key assets of the undertaking with significant locked-in GHG 19 This disclosure requirement is consistent with the requirements of Commission Implementing Regulation (EU) 2022/2453 - Template 5 exposures subjects to physical risk . 20 This disclosure requirement is consistent with the requirements of Commission Implementing Regulation (EU) 2022/2453 - Template 5 exposures subjects to physical risk . 37 emissions over their operating lifetime. Firmly planned key assets are those that the undertaking will most likely deploy within the next 5 years. The amount may be expressed as a range of asset values based on different climate and policy scenarios, including a scenario aligned with limiting climate change to 1.5°C. (b) the undertaking shall disclose a breakdown of the carrying value of its real estate assets, including rights-of-use assets, by energy efficiency classes. The energy efficiency shall be represented in terms of either the ranges of energy consumption in kWh/m² or the EPC 21 (Energy Performance Certificate) 22 label class. If the undertaking cannot obtain this information on a best-effort basis, it shall disclose the total carrying amount of the real estate assets for which the energy consumption is based on internal estimates. (c) the undertaking shall calculate the proportion (percentage) of total assets (including finance lease/right-of-use assets) at material transition risk addressed by the climate change mitigation actions based on the information disclosed under Disclosure Requirement E1-3. The total assets amount is the carrying amount on the balance sheet at the reporting date. AR 74. When disclosing the information on potential liabilities from material transition risks required under paragraph 67(d): (a) undertakings that operate installations regulated under an emission trading scheme may include a range of potential future liabilities originating from these schemes; (b) undertakings subject to the EU ETS, may disclose the potential future liabilities that relate to their allocation plans for the period before and until 2030. The potential liability may be estimated on the basis of: i. the number of allowances held by the undertaking at the beginning of the reporting period; ii. the number of allowances to be purchased in the market yearly, i.e., before and until 2030; iii. the gap between estimated future emissions under various transition scenarios and free allocations of allowances that are known for the period until 2030, and iv. the estimated yearly cost per tonne of CO2 for which an allowance needs to be purchased; (c) In assessing its potential future liabilities, the undertaking may consider and disclose the number of Scope 1 GHG emission allowances within regulated emission trading schemes and the cumulative number of emission allowances stored (from previous allowances) at the beginning of the reporting period ; (d) undertakings disclosing volumes of carbon credits planned to be cancelled in the near future (Disclosure Requirement E1-7) may disclose the potential future liabilities associated with those based on existing contractual agreements; (e) the undertaking may also include its monetised gross Scope 1, 2 and total GHG emissions (in monetary units) calculated as follows: i. monetised Scope 1 and 2 GHG emissions in the reporting year by the following formula: (a) (𝑔𝑟𝑜𝑠𝑠 𝑆𝑐𝑜𝑝𝑒 1 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠 (𝑡 𝐶𝑂 2 𝑒𝑞) + 𝑔𝑟𝑜𝑠𝑠 𝑆𝑐𝑜𝑝𝑒 2 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 (𝑡 𝐶𝑂 2 𝑒𝑞)) × 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 𝑐𝑜𝑠𝑡 𝑟𝑎𝑡𝑒( € 𝑡 𝐶𝑂 2 𝑒𝑞 ) 21 Directive 2010/31/EU of the European Parliament and of the Council of 19 May 2010 on the energy performance of buildings (OJ L 153, 18.6.2010, p. 13). 22 This disclosure requirement is consistent with the requirements of Commission Implementing Regulation (EU) 2022/2453 - Template 2 immovable property, energy efficiency of the collateral. 38 ii. monetised total GHG emissions in the reporting year by the following formula: € (b) 𝑇𝑜𝑡𝑎𝑙 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠 (𝑡 𝐶𝑂 2 𝑒𝑞) ×  𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 𝑐𝑜𝑠𝑡 𝑟𝑎𝑡𝑒 ( 𝑡 𝐶𝑂 2 𝑒𝑞 ) iii. by use of a lower, middle and upper cost rate 23 for GHG emissions (e.g., market carbon price and different estimates for the societal costs of carbon) and reasons for selecting them. AR 75. Other approaches and methodologies may be applied to assess how transition risks may affect the future financial position of the undertaking. In any case, the disclosure of anticipated financial effects shall include a description of the methodologies and definitions used by the undertaking. AR 76. When preparing the information required under paragraph 67 (e), the undertaking may assess and disclose the share of net revenue from business activities at transition risks . This disclosure: (a) shall be based on the net revenue in line with the requirements in accounting standards applied for financial statements, i.e., IFRS 15 or local GAAP. (b) may include a breakdown of the undertaking’s business activities with the corresponding details of the associated percentage of current net revenue, risk factors (events and exposure), and when possible, the anticipated financial effects related to margin erosion over the short-, medium- and long-term. The nature of business activities may also be disaggregated by operating segments if the undertaking has disclosed the contribution of margins by operational segments in its segment reporting in the financial statements . Connectivity with financial reporting information AR 77. The reconciliation of the significant amount of assets, liabilities, and net revenue (vulnerable to either material physical risks or transition risks ) to the relevant line item or disclosure (e.g., in segment reporting) in the financial statements (as required by paragraph 68) may be presented by the undertaking as follows: (a) as a cross-reference to the related line item or disclosure in the financial statements if these amounts are identifiable in the financial statements; or (b) If these cannot be directly cross-referenced, as a quantitative reconciliation of each to the relevant line item or disclosure in the financial statement using the below tabular format: AR 78. The undertaking shall ensure the consistency of data and assumptions to assess and report the anticipated financial effects from material physical risks and transition risks in the sustainability statement with the corresponding data and assumptions used for the financial statements (e.g., carbon prices used for assessing impairment of assets, the useful life of assets, estimates and provisions). The undertaking shall explain the reasons for any 23 The cost rate is the factor used to convert non-monetary impacts like tonnes, hectares, m3 etc. into monetary units. Cost rates should be based on monetary valuation studies, need to be science-based and the methods used to obtain them transparent. Guidance on these methods can be obtained, e.g., from the EU-LIFE-funded TRANSPARENT project. 39 inconsistencies (e.g., if the full financial implications of climate-related risks are still under assessment or are not deemed material in the financial statements). AR 79. For potential future effects on liabilities (as required by paragraph 67 (d)), if applicable, the undertaking shall cross-reference the description of the emission trading schemes in the financial statements. AR 80. When disclosing the information under paragraph 69 (a), the undertaking shall explain the nature of the cost savings (e.g., from reduced energy consumption), the time horizons and the methodology used, including the scope of the assessment, critical assumptions, and limitations, and whether and how scenario analysis was applied. AR 81. When disclosing the information required under paragraph 69 (b), the undertaking shall explain how it has assessed the market size or any expected changes to net revenue from low-carbon products and services or adaptation solutions including the scope of the assessment, the time horizon, critical assumptions, and limitations and to what extent this market is accessible to the undertaking. The information on the market size may be put in perspective to the current taxonomy-aligned revenue disclosed under the provisions of Regulation (EU) 2020/852. The entity may also explain how it will pursue its climate-related opportunities and, where possible, this should be linked to the disclosures on policies, targets and actions under Disclosure Requirements E1-2, E1-3 and E1-4. 40",ESRS_20E1_20Delegated-act-2023-5303-annex-1_en.pdf,36,40,Disclosure Requirement E1-9 – Anticipated financial effects from material physical and transition risks and potential cl
Framework_ESRS_20E5_20Delegated_act_2023_5303_annex_1_en_pdf,ESRS_20E5_20Delegated-act-2023-5303-annex-1_en,Framework,ESRS,,ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,,,
Topic_ESRS_E5,ESRS E5 Standard,Topic,ESRS E5,,ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,1,12,ESRS E5 Standard
Topic_ESRS_E5,ESRS E5 RESOUCE USE AND CIRCULAR ECONOMY Table of contents,Topic,ESRS E5,,ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,1,3,ESRS E5 RESOUCE USE AND CIRCULAR ECONOMY Table of contents
Disclosure_IRO_1_Description_of_the_processes_to_identify_and_assess_material_resource_use_and_circular_econo,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, ",Disclosure,IRO-1 – Description of the processes to identify and assess material resource use and circular econo,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities o Disclosure Requirement E5-1 – Policies related to resource use and circular Resource outflows o Disclosure Requirement E5-6 – Anticipated financial effects from resource use and",ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,1,1,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, "
Disclosure_IRO_1_Description_of_the_processes_to_identify_and_assess_material_resource_use_and_circular_econo,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, ",Disclosure,IRO-1 – Description of the processes to identify and assess material resource use and circular econo,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities o Disclosure Requirement E5-1 – Policies related to resource use and circular circular economy o Disclosure Requirement E5-4 - Resource inflows o Disclosure Requirement E5-5 - circular economy-related risks and opportunities",ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,1,3,"IRO-1 – Description of the processes to identify and assess material resource use and circular economy-related impacts, "
Requirement_5151990777804405535,Objective,Requirement,Objective,"1. The objective of this Standard is to specify Disclosure Requirements which will enable users of the sustainability statement to understand: (a) how the undertaking affects resource use, including resource efficiency, avoiding the depletion of resources and the sustainable sourcing and use of renewable resources (referred to in this Standard as “resource use and circular economy”) in terms of material positive and negative actual or potential impacts ; (b) any actions taken, and the result of such actions, to prevent or mitigate actual or potential negative impacts arising from resource use, including its measures to help decoupling its economic growth from the use of materials, and to address risks and opportunities; 1 (c) the plans and capacity of the undertaking to adapt its strategy and business model in line with circular economy principles including but not limited to minimising waste , maintaining the value of products, materials and other resources at their highest value and enhancing their efficient use in production and consumption; (d) the nature, type and extent of the undertaking’s material risks and opportunities related to the undertaking’s impacts and dependencies , arising from resource use and circular economy, and how the undertaking manages them; and (e) the financial effects on the undertaking over the short-, medium- and long-term of material risks and opportunities arising from the undertaking’s impacts and dependencies on resource use and circular economy. 2. This Standard sets out Disclosure Requirements related to “resource use” and “circular economy” and in particular on: (a) resource inflows including the circularity of material resource inflows, considering renewable and non-renewable resources; and (b) resource outflows including information on products and materials; and (c) waste . 3. Circular economy means an economic system in which the value of products, materials and other resources in the economy is maintained for as long as possible, enhancing their efficient use in production and consumption, thereby reducing the environmental impact of their use, minimising waste and the release of hazardous substances at all stages of their life cycle, including through the application of the waste hierarchy . The goal is to maximise and maintain the value of the technical and biological resources, products and materials by creating a system that allows for durability , optimal use or re-use, refurbishment, remanufacturing, recycling and nutrient cycling. 4. This Standard builds on relevant EU legislative frameworks and policies including the EU Circular Economy Action Plan, Directive 2008/98/EC of the European Parliament and of the Council 1 (Waste Framework Directive) and the EU industrial strategy. 5. To evaluate the transition from business as usual, meaning an economy in which finite resources are extracted to make products that are used and then thrown away (“take-makewaste”), to a circular economic system, this Standard relies on the identification of the physical flows of resources, materials and products used and generated by the undertaking through Disclosure Requirement E5-4 Resource inflows and Disclosure Requirement E5-5 Resource outflows .",ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,1,2,Objective
Requirement_-3598530741048160119,Interactions with other ESRS,Requirement,Interactions with other ESRS,"6. Resource use is a major driver of other environmental impacts such as climate change, pollution , water and marine resources and biodiversity. A circular economy is a system that tends towards sustainable use of resources in extraction, processing, production, consumption and management of waste . Such system brings multiple environmental benefits, in particular, the reduction of material and energy consumption and emissions into the air (greenhouse gas emissions or other pollution), the limitation of water withdrawals and discharges and the regeneration of nature limiting the impact on biodiversity. 7. To provide a comprehensive overview of which other environmental matters could be material to resource use and circular economy, relevant disclosure requirements are covered in other environmental ESRS as follows: (a) ESRS E1 Climate change , which addresses, in particular, GHG emissions and energy resources (energy consumption); (b) ESRS E2 Pollution , which addresses, in particular, emissions to water, air and soil as well as substances of concern ; 1 Directive 2008/98/EC of the European Parliament and of the Council of 19 November 2008 on waste and repealing certain Directives (OJ L 312, 22.11.2008, p. 3). 2 (c) ESRS E3 Water and marine resources , which addresses, in particular, water resource (water consumption) and marine resources; and (d) ESRS E4 Biodiversity and ecosystems , which addresses, in particular,  ecosystems, species and raw materials. 8. The undertaking’s impacts related to resource use and circular economy, in particular impacts related to waste , can affect people and communities. Material negative impacts on affected communities from resource use and circular economy attributable to the undertaking are covered in ESRS S3 Affected communities . The efficient and circular use of resources also benefits competitiveness and economic wellbeing 9. This Standard should be read in conjunction with ESRS 1 General requirements and ESRS 2 General disclosures . Disclosure Requirements",ESRS_20E5_20Delegated-act-2023-5303-annex-1_en.pdf,2,3,Interactions with other ESRS
